Lane_N_Count,Lane_S_Count,Lane_E_Count,Lane_W_Count,Congestion_N,Congestion_S,Congestion_E,Congestion_W,Current_Green_Lane,Green_Timer_Remaining,Event_Type,Event_Lane,Congestion_Level,Optimal_Action,Signal_Duration
3,6,12,10,16.2,29.8,45.5,54.4,W,32,Normal,None,Moderate,GREEN_W,44
11,18,17,13,47.2,58.4,63.7,73.1,W,30,Normal,None,High,GREEN_W,63
43,48,51,33,100,100,100,100,N,14,Ambulance,W,Severe,GREEN_W,35
8,14,27,8,44.7,82.5,71.2,56.7,E,5,Ambulance,S,High,GREEN_S,35
34,22,39,19,77.9,70.7,73.2,71.2,N,31,Ambulance,N,High,GREEN_N,35
7,12,11,4,47.2,34.4,32.4,16.9,N,8,Normal,None,Moderate,GREEN_N,30
14,1,8,5,43.2,18.9,28.3,33.3,W,6,Normal,None,Low,GREEN_N,15
33,45,38,49,93.4,96.3,94.6,100,W,12,Normal,None,Severe,GREEN_W,66
48,41,44,38,100,100,100,95,W,27,Ambulance,E,Severe,GREEN_E,35
44,50,38,41,100,100,100,100,N,40,Normal,None,Severe,GREEN_N,71
16,15,14,12,55.2,64,51.8,52.6,S,9,Normal,None,Moderate,GREEN_S,38
22,19,15,21,51.5,52.3,48.2,58,E,19,Ambulance,W,Moderate,GREEN_W,35
2,15,6,4,12,51.5,24.2,18,E,25,Normal,None,Low,GREEN_S,35
28,21,23,19,66.6,55.4,80.8,46.3,E,43,Normal,None,High,GREEN_E,48
42,33,22,33,78.7,74.6,74.6,72,W,26,Normal,None,High,GREEN_N,51
12,4,14,9,39.6,20.9,30.9,50.3,S,29,Ambulance,W,Moderate,GREEN_W,35
28,13,15,12,61.5,73.3,59,50.9,S,16,Ambulance,S,High,GREEN_S,35
12,8,3,3,46.4,39.3,17.3,54.1,N,1,Ambulance,W,Moderate,GREEN_W,35
7,5,6,3,35.7,36.8,51.2,22.4,E,35,Normal,None,Moderate,GREEN_E,43
22,21,23,23,61.2,75.1,63.1,62.8,E,10,Ambulance,S,High,GREEN_S,35
8,6,7,1,46.8,35.3,36.6,13.1,E,42,Normal,None,Moderate,GREEN_N,43
29,35,36,27,91.3,81.7,77.6,66.5,S,26,Ambulance,N,Severe,GREEN_N,35
7,15,7,6,28.8,38.6,22.6,44.7,E,17,Breakdown,S,Moderate,GREEN_W,32
35,35,32,41,99.3,96.2,100,100,N,55,Normal,None,Severe,GREEN_E,62
25,30,20,19,82.8,72.7,80.4,69.6,W,35,Normal,None,Severe,GREEN_N,74
46,36,43,46,95.6,91.9,94.6,100,W,16,Ambulance,W,Severe,GREEN_W,35
50,45,37,33,100,100,100,97.5,W,27,Ambulance,S,Severe,GREEN_S,35
7,11,9,3,25.5,32.1,25.9,20.5,N,16,Normal,None,Low,GREEN_S,18
39,35,32,18,84,92.9,74.6,64.1,S,16,Normal,None,Severe,GREEN_S,80
50,39,47,49,100,93.8,93.9,93.5,N,13,Normal,None,Severe,GREEN_N,63
42,42,24,19,86.3,83.9,70.4,77,N,65,Normal,None,Severe,GREEN_N,66
18,17,17,13,64.3,52,49.2,55.1,E,12,Ambulance,N,Moderate,GREEN_N,35
15,13,17,23,76.4,44.7,55.6,62.2,N,52,Normal,None,High,GREEN_N,61
46,32,52,44,97.9,95.7,100,94.5,E,32,Breakdown,W,Severe,GREEN_E,56
35,24,41,23,71,75.9,83.8,69.4,W,30,Normal,None,High,GREEN_E,52
33,33,34,55,92.8,98.6,96.8,100,E,71,Normal,None,Severe,GREEN_W,81
45,35,36,54,100,100,100,99.3,N,30,Normal,None,Severe,GREEN_N,66
36,46,52,39,98.8,100,99.4,92.2,E,7,Ambulance,S,Severe,GREEN_S,35
20,15,20,9,57.8,47.7,61.8,49.2,W,24,Ambulance,E,Moderate,GREEN_E,35
36,32,20,32,79.3,68.6,74.8,88.3,N,50,Normal,None,Severe,GREEN_W,64
44,53,32,36,100,100,92.2,100,E,32,Ambulance,N,Severe,GREEN_N,35
54,50,55,46,100,96.5,100,100,E,1,Ambulance,E,Severe,GREEN_E,35
29,42,32,21,72.4,87.7,77.2,68.6,N,15,Ambulance,S,Severe,GREEN_S,35
10,4,3,6,40.6,22.5,31.1,29.3,W,20,Normal,None,Low,GREEN_N,30
27,15,23,10,69.2,83.4,53.9,46.6,E,1,Ambulance,S,High,GREEN_S,35
13,10,11,19,62.2,52.1,49.6,64.4,W,3,Ambulance,W,High,GREEN_W,35
19,27,25,23,77.7,79.2,83.1,71.8,S,67,Breakdown,S,Severe,GREEN_E,77
21,19,24,13,49.6,48.3,67.9,57.6,N,2,Ambulance,E,Moderate,GREEN_E,35
3,10,6,1,48.3,39.1,39.4,11.3,S,10,Breakdown,S,Moderate,GREEN_N,38
11,14,7,4,33.3,43,27.5,28,E,20,Ambulance,S,Moderate,GREEN_S,35
28,28,23,23,77.6,81.6,68,76.3,S,52,Normal,None,High,GREEN_S,64
30,23,33,20,74.2,68.2,88.5,77.8,N,2,Normal,None,Severe,GREEN_E,57
14,19,10,26,52.8,66.8,49.6,61.1,S,11,Ambulance,S,High,GREEN_S,35
37,23,22,34,72.9,89.4,70.4,83.7,E,11,Ambulance,S,Severe,GREEN_S,35
50,33,47,40,100,100,96.8,100,W,17,Ambulance,S,Severe,GREEN_S,35
47,38,47,51,100,100,100,100,N,46,Breakdown,W,Severe,GREEN_E,66
40,24,28,40,91.6,74.5,81.4,80.7,S,15,Ambulance,N,Severe,GREEN_N,35
3,10,4,15,22.2,63.7,30.5,50.1,S,16,Normal,None,Moderate,GREEN_S,45
8,9,13,10,29.3,24.6,49.6,36.9,S,7,Normal,None,Moderate,GREEN_E,42
15,28,10,23,57.5,66.8,46,56.8,E,4,Normal,None,High,GREEN_S,51
21,28,15,11,65.1,70.7,78,53.1,N,14,Normal,None,High,GREEN_E,48
52,51,47,32,100,97.6,100,100,W,12,Normal,None,Severe,GREEN_N,62
6,13,4,2,51.4,44.5,30.3,25.2,N,27,Ambulance,N,Moderate,GREEN_N,35
22,24,15,15,65.9,71,56.4,48.9,S,30,Ambulance,S,High,GREEN_S,35
18,19,36,28,92.3,70.7,82.3,75.6,N,19,Ambulance,N,Severe,GREEN_N,35
34,20,23,38,76.5,64.1,65.5,85.2,E,19,Ambulance,W,High,GREEN_W,35
39,42,32,49,100,100,98.6,100,E,2,Ambulance,W,Severe,GREEN_W,35
14,13,13,20,62.3,60.4,55,56.6,W,21,Normal,None,High,GREEN_N,62
48,37,48,54,93.7,96.6,100,100,S,3,Normal,None,Severe,GREEN_W,73
2,11,1,9,22.8,50.2,23.7,38.9,S,15,Ambulance,S,Moderate,GREEN_S,35
14,28,14,21,54.8,57,49.5,71.8,N,34,Ambulance,W,High,GREEN_W,35
36,40,51,51,100,98.5,100,100,S,3,Normal,None,Severe,GREEN_E,75
29,24,32,19,87.8,67.7,80.3,68.5,N,16,Normal,None,Severe,GREEN_N,73
26,28,24,17,64.5,77.5,55,58.8,E,44,Normal,None,High,GREEN_S,63
19,20,30,19,67.5,80.3,84.7,92.4,N,44,Normal,None,Severe,GREEN_W,68
39,45,53,41,96.3,96.8,100,100,S,41,Normal,None,Severe,GREEN_W,76
36,19,33,34,82.8,71.1,76.6,71,S,5,Ambulance,N,High,GREEN_N,35
8,4,6,13,38.8,18.6,52.7,47.6,N,26,Normal,None,Moderate,GREEN_E,34
15,2,6,15,43.3,12.5,28.8,37.5,W,3,Normal,None,Low,GREEN_N,12
8,10,24,15,47.1,53.7,66.8,81.7,N,20,Normal,None,High,GREEN_W,64
45,52,37,41,94.4,100,100,94.4,S,32,Ambulance,E,Severe,GREEN_E,35
1,11,11,4,19.7,48,61.5,27.6,S,34,Normal,None,Moderate,GREEN_E,44
14,26,15,9,55.6,64.5,53.6,54.8,N,8,Normal,None,High,GREEN_S,64
33,41,54,34,100,100,100,98.1,E,13,Normal,None,Severe,GREEN_S,62
51,39,48,36,100,100,100,95.8,N,11,Ambulance,S,Severe,GREEN_S,35
40,44,33,38,100,100,100,99,N,25,Ambulance,S,Severe,GREEN_S,35
32,50,37,48,92.9,100,100,100,E,75,Breakdown,E,Severe,GREEN_W,81
28,22,9,25,59.1,51.1,46.8,51.5,E,18,Normal,None,Moderate,GREEN_N,32
9,15,14,3,21.1,56,44.1,15.3,S,3,Ambulance,S,Moderate,GREEN_S,35
32,36,44,52,93.5,97.6,100,100,S,5,Normal,None,Severe,GREEN_W,56
41,19,37,40,76.7,64.7,72.7,69.9,E,45,Normal,None,High,GREEN_N,63
26,15,23,10,64.2,45.8,64.9,50.4,E,30,Ambulance,E,High,GREEN_E,35
23,19,23,26,55.1,60.9,56,68.8,N,21,Normal,None,High,GREEN_W,47
41,37,51,34,100,96.6,100,100,S,42,Normal,None,Severe,GREEN_E,78
38,33,55,35,95.7,93,100,95.3,E,32,Ambulance,E,Severe,GREEN_E,35
13,9,21,11,61.1,44,73.7,56.6,E,17,Normal,None,High,GREEN_E,51
29,24,32,25,75.9,70.4,86.1,74.3,W,31,Ambulance,E,Severe,GREEN_E,35
41,52,45,38,100,100,99,100,E,17,Ambulance,W,Severe,GREEN_W,35
50,50,44,44,100,100,96.1,100,W,34,Normal,None,Severe,GREEN_S,64
22,22,27,32,75.8,73.4,96.2,86,E,26,Ambulance,E,Severe,GREEN_E,35
28,36,29,39,74.6,79.2,96,84.9,E,23,Ambulance,E,Severe,GREEN_E,35
25,29,34,30,80.9,79.9,94.6,73.3,W,14,Ambulance,E,Severe,GREEN_E,35
5,5,9,1,29,35.7,39.8,24.7,S,12,Normal,None,Moderate,GREEN_E,31
21,34,21,30,69.1,86.8,94.2,75.6,N,23,Ambulance,E,Severe,GREEN_E,35
12,11,9,11,59.5,58.1,66.8,56.3,W,41,Normal,None,High,GREEN_E,52
25,8,23,25,66.5,45.3,54.7,55.3,W,17,Normal,None,Moderate,GREEN_N,47
9,15,13,9,34.4,30.9,29.5,44.6,W,10,Breakdown,N,Moderate,GREEN_W,48
7,14,11,12,19.1,41,23.1,54.5,N,12,Ambulance,W,Moderate,GREEN_W,35
1,5,4,8,22,39.7,50.2,41.7,W,18,Breakdown,S,Moderate,GREEN_E,41
14,17,27,18,55.1,53.4,62,52.9,S,20,Normal,None,Moderate,GREEN_E,33
39,32,21,23,77.8,78.5,86.9,68,N,16,Ambulance,E,Severe,GREEN_E,35
25,42,26,35,90.8,77.8,73.4,81.5,W,5,Ambulance,N,Severe,GREEN_N,35
24,20,23,41,71.7,76,79.9,81.7,E,56,Breakdown,S,Severe,GREEN_W,75
40,31,36,18,94.2,81.9,75.2,74.1,S,32,Ambulance,N,Severe,GREEN_N,35
10,14,3,14,31.2,41,20.5,37.2,N,26,Normal,None,Moderate,GREEN_S,35
35,31,18,21,74.9,74.5,78.4,78.7,S,31,Ambulance,W,Severe,GREEN_W,35
8,11,12,13,28.6,32,48.4,39.9,N,49,Normal,None,Moderate,GREEN_E,50
48,55,37,37,97.5,100,92.9,100,S,9,Ambulance,S,Severe,GREEN_S,35
1,8,12,4,48.3,35.4,42.5,31.6,N,26,Ambulance,N,Moderate,GREEN_N,35
14,19,19,25,56,53.1,74.9,61.7,S,49,Normal,None,High,GREEN_E,61
1,14,12,6,24.9,34.4,45.4,21.2,S,8,Normal,None,Moderate,GREEN_E,48
4,10,7,5,25.8,45.7,38,26.9,W,28,Normal,None,Moderate,GREEN_S,38
5,7,14,1,23.1,28.5,51.6,11.4,W,5,Normal,None,Low,GREEN_E,35
5,12,9,14,17.7,30.4,26.8,42.4,S,22,Ambulance,W,Low,GREEN_W,35
9,8,9,7,25.2,36.3,46.1,31,S,35,Normal,None,Moderate,GREEN_E,46
52,46,50,48,100,97.5,93.7,100,S,24,Ambulance,W,Severe,GREEN_W,35
21,17,21,10,53.4,49.7,65.1,48.3,E,7,Normal,None,Moderate,GREEN_E,35
17,21,23,12,56.4,72.5,65.5,48.3,S,24,Breakdown,E,High,GREEN_S,58
25,38,30,30,75.1,91.5,79.5,82.7,W,43,Normal,None,Severe,GREEN_S,78
43,52,55,37,96.8,100,100,99.9,W,18,Normal,None,Severe,GREEN_S,77
4,5,5,8,33.4,22.5,27.6,41.7,E,15,Ambulance,W,Moderate,GREEN_W,35
47,51,37,47,99.3,100,90.5,100,W,71,Normal,None,Severe,GREEN_W,73
1,11,10,12,21.8,30.3,53.7,41.9,W,26,Normal,None,Moderate,GREEN_E,35
13,15,6,1,59.4,48.2,20.1,22.5,W,24,Ambulance,N,Moderate,GREEN_N,35
28,15,10,18,57.4,46.6,63.3,56.6,W,33,Ambulance,E,Moderate,GREEN_E,35
27,40,41,32,69.4,70.6,78.4,72,W,31,Ambulance,E,High,GREEN_E,35
5,11,13,8,20.1,35.1,41.6,32.1,S,21,Normal,None,Moderate,GREEN_E,39
13,21,15,26,57.8,64.3,53.5,75.4,S,8,Ambulance,W,High,GREEN_W,35
34,43,52,55,91.4,100,100,100,E,29,Normal,None,Severe,GREEN_S,73
30,32,32,35,82.8,71.3,67.7,73.8,S,27,Ambulance,N,High,GREEN_N,35
48,55,54,32,100,100,100,100,W,32,Ambulance,W,Severe,GREEN_W,35
10,18,26,23,46,50.2,58.2,63.1,N,25,Ambulance,W,Moderate,GREEN_W,35
19,10,23,12,65.7,47.5,75,51,W,9,Ambulance,E,High,GREEN_E,35
17,22,17,23,57.8,58.4,59.9,51.2,W,14,Breakdown,W,High,GREEN_E,64
8,26,12,22,49.5,67.4,52.5,80.2,E,3,Ambulance,W,High,GREEN_W,35
25,24,20,15,60,54.4,68.6,54.1,S,19,Ambulance,E,High,GREEN_E,35
9,5,8,7,38.2,22,32.7,45.5,S,5,Normal,None,Moderate,GREEN_W,32
11,9,13,14,34.6,34.2,30.2,33.6,W,17,Breakdown,E,Moderate,GREEN_N,40
41,39,41,25,77,69.3,87.1,75.5,W,59,Normal,None,Severe,GREEN_E,66
4,11,3,9,23.9,49.4,21.6,43.1,W,2,Normal,None,Moderate,GREEN_S,40
42,37,40,40,70,69.4,83,68,E,29,Ambulance,E,High,GREEN_E,35
29,28,23,42,76.7,76.5,73.4,81.9,N,14,Normal,None,Severe,GREEN_W,79
11,10,10,3,41.2,34.4,37.2,22.9,N,28,Normal,None,Moderate,GREEN_N,32
47,35,33,47,100,100,100,100,W,25,Ambulance,W,Severe,GREEN_W,35
4,14,14,14,21.4,40.6,33.5,33.8,E,10,Normal,None,Moderate,GREEN_S,47
10,11,12,13,22.2,50.7,35.2,39.1,S,29,Normal,None,Moderate,GREEN_S,42
42,55,32,36,99.1,100,99.6,100,E,3,Normal,None,Severe,GREEN_S,74
27,24,17,21,58.6,52.4,48.5,49,S,19,Normal,None,Moderate,GREEN_N,43
33,32,39,41,81.1,69.3,80.4,88.5,E,2,Ambulance,W,Severe,GREEN_W,35
38,52,38,53,97.9,100,93.2,100,E,18,Ambulance,W,Severe,GREEN_W,35
51,51,55,44,100,100,99.5,97.7,S,31,Normal,None,Severe,GREEN_S,55
8,8,22,17,55.1,54.3,66.2,60.2,E,18,Normal,None,High,GREEN_E,63
15,11,9,1,46.1,56.8,35.4,15.5,E,15,Ambulance,S,Moderate,GREEN_S,35
13,12,2,8,35.6,43.1,10.8,27.8,E,21,Ambulance,S,Low,GREEN_S,35
26,25,40,21,67,70.8,78.4,77.2,N,13,Ambulance,E,High,GREEN_E,35
9,12,5,3,37.7,33.3,31.5,45.6,W,8,Ambulance,W,Moderate,GREEN_W,35
28,42,33,37,70.6,70.9,82.2,93.3,S,2,Ambulance,W,Severe,GREEN_W,35
26,37,36,18,69.1,77.5,76.3,75.6,N,43,Normal,None,High,GREEN_S,49
18,23,20,17,58.2,62.4,52.5,53.8,S,22,Normal,None,High,GREEN_S,63
6,15,3,2,59.8,50,24.7,14.1,N,38,Normal,None,Moderate,GREEN_N,50
47,32,54,44,100,98.3,99.4,94.1,N,18,Ambulance,N,Severe,GREEN_N,35
47,41,35,40,100,100,100,100,W,11,Ambulance,N,Severe,GREEN_N,35
9,11,11,24,52.7,59.2,50.3,67.8,E,19,Ambulance,W,High,GREEN_W,35
36,20,35,39,69.3,92.3,74.6,77.4,N,23,Ambulance,S,Severe,GREEN_S,35
13,21,17,21,46.9,56.4,61.1,67.2,N,42,Normal,None,High,GREEN_W,49
12,16,25,18,48.5,61.9,61.3,59.3,E,11,Ambulance,S,High,GREEN_S,35
53,53,32,55,95.5,99.8,97.2,100,N,54,Normal,None,Severe,GREEN_W,66
10,24,9,14,58.8,71,57.7,58.3,N,42,Normal,None,High,GREEN_S,64
1,15,12,2,20.8,39.7,37.1,15.1,E,19,Normal,None,Low,GREEN_S,25
8,6,8,12,27.2,43.6,26.6,33.6,E,21,Ambulance,S,Moderate,GREEN_S,35
14,10,13,8,28.4,25.8,35.3,46.3,N,31,Ambulance,W,Moderate,GREEN_W,35
1,14,1,4,16.7,61.9,18.9,27.5,N,13,Normal,None,Moderate,GREEN_S,32
14,15,12,5,28.3,31.3,29.1,36.8,E,27,Ambulance,W,Moderate,GREEN_W,35
52,41,46,33,100,100,100,99.4,N,11,Normal,None,Severe,GREEN_S,71
4,15,9,15,47.9,31.3,31.3,40.2,S,19,Ambulance,N,Moderate,GREEN_N,35
5,4,11,3,36,27.6,51.7,66,W,15,Ambulance,W,Moderate,GREEN_W,35
9,10,20,21,48.7,50.3,76.2,66.6,W,16,Ambulance,E,High,GREEN_E,35
13,9,1,1,54.7,36.1,16.8,15.7,S,5,Breakdown,W,Low,GREEN_N,13
27,14,25,18,58.6,47,68.1,51,W,46,Normal,None,High,GREEN_E,59
40,34,38,19,77.1,71,70.9,65.6,S,54,Normal,None,High,GREEN_N,57
22,15,13,11,68.6,60.8,81.7,59.3,W,32,Normal,None,High,GREEN_E,45
32,31,38,26,69.9,88.4,81.1,76.6,W,68,Normal,None,Severe,GREEN_S,81
46,34,47,42,100,100,98.5,99,N,15,Normal,None,Severe,GREEN_S,55
45,53,55,37,100,100,100,94.1,S,29,Normal,None,Severe,GREEN_S,58
14,13,21,10,61.4,81.8,68.1,43,W,12,Ambulance,S,High,GREEN_S,35
49,46,50,42,100,93.1,100,100,E,47,Normal,None,Severe,GREEN_W,75
33,38,32,32,100,100,100,100,S,34,Ambulance,W,Severe,GREEN_W,35
38,39,36,43,94.1,99.1,99,100,W,56,Normal,None,Severe,GREEN_W,76
34,27,28,39,94,71.1,74.1,84.1,E,19,Ambulance,N,Severe,GREEN_N,35
20,18,17,24,59.9,56.4,68.2,62,E,23,Ambulance,E,High,GREEN_E,35
21,23,14,26,52.6,55.6,78.4,64.9,W,44,Normal,None,High,GREEN_E,61
11,13,2,1,36,40,13,21.6,W,4,Normal,None,Low,GREEN_S,23
53,48,43,38,100,98.7,100,95.2,N,14,Ambulance,E,Severe,GREEN_E,35
2,9,6,11,43.7,33.5,34.2,38.3,N,21,Normal,None,Moderate,GREEN_N,33
18,8,27,8,59.7,50.6,65.1,45.8,E,11,Normal,None,Moderate,GREEN_E,42
20,25,32,25,73.3,75.7,73.1,77.5,N,9,Breakdown,E,High,GREEN_W,53
10,7,5,5,35,29,30.7,30,E,29,Breakdown,W,Moderate,GREEN_N,50
41,18,41,33,92.3,72,74.2,81,S,49,Normal,None,Severe,GREEN_N,57
41,34,42,29,82.2,72.4,71.7,69.8,W,12,Ambulance,N,High,GREEN_N,35
14,13,4,3,45.1,32.8,20,14.7,W,11,Normal,None,Low,GREEN_N,13
16,17,8,17,55.8,61.6,56.2,71,S,23,Normal,None,High,GREEN_W,45
51,39,42,32,100,100,100,100,N,22,Ambulance,W,Severe,GREEN_W,35
48,50,51,45,100,94,100,91.5,W,4,Normal,None,Severe,GREEN_N,59
16,13,12,8,71.2,57.1,49.4,57.3,W,5,Normal,None,High,GREEN_N,46
19,8,18,13,65.3,54.5,60.9,76.7,W,24,Ambulance,W,High,GREEN_W,35
12,5,9,12,29.8,17.1,34.8,41.6,W,28,Ambulance,W,Low,GREEN_W,35
9,10,19,15,44.3,58.2,68.2,58.2,S,19,Breakdown,W,High,GREEN_E,60
47,47,48,37,97.4,100,100,93.4,W,7,Breakdown,N,Severe,GREEN_E,60
25,25,18,26,69.5,58.1,46.1,49.5,W,31,Normal,None,Moderate,GREEN_N,34
23,18,18,21,54.9,50.5,75.5,62.2,N,63,Normal,None,High,GREEN_E,65
10,13,10,7,28.4,39,29.3,44.7,E,6,Breakdown,S,Moderate,GREEN_W,40
49,51,55,32,100,100,98.7,98.5,N,24,Ambulance,N,Severe,GREEN_N,35
14,9,18,13,60.2,51.3,67.2,56.2,S,42,Normal,None,High,GREEN_E,60
50,41,51,55,100,97.2,100,100,E,62,Normal,None,Severe,GREEN_W,68
8,12,2,5,38.2,41,27,34.3,E,23,Normal,None,Moderate,GREEN_S,46
33,46,49,40,100,100,100,93.2,N,32,Ambulance,E,Severe,GREEN_E,35
54,49,47,43,100,100,100,100,S,40,Normal,None,Severe,GREEN_W,74
30,26,24,30,84.5,75.8,67.7,73.5,N,30,Ambulance,N,High,GREEN_N,35
27,26,8,28,59.2,61.5,39.1,64.9,E,2,Ambulance,W,High,GREEN_W,35
20,21,23,11,59.4,56.2,52.6,70,S,12,Ambulance,W,High,GREEN_W,35
42,36,32,52,100,94.8,100,100,W,20,Ambulance,W,Severe,GREEN_W,35
39,50,40,33,100,100,100,94.5,W,54,Breakdown,N,Severe,GREEN_E,72
22,18,18,26,55.4,51.7,59,57.4,E,24,Normal,None,Moderate,GREEN_E,38
12,12,20,12,60.4,57.8,65.1,71.5,E,22,Ambulance,W,High,GREEN_W,35
13,3,6,8,39.5,14.7,33.6,30.4,N,16,Normal,None,Low,GREEN_N,20
36,26,26,22,81.2,82.2,67.3,97.1,E,29,Ambulance,W,Severe,GREEN_W,35
12,5,9,8,29.1,21.7,39.6,24.1,W,25,Normal,None,Low,GREEN_E,34
24,11,20,14,76.8,52.8,64.3,54.3,W,2,Ambulance,N,High,GREEN_N,35
10,15,8,12,26.2,41.5,23.5,25.3,N,30,Ambulance,S,Low,GREEN_S,35
14,9,7,15,30.3,27.6,24,32,W,15,Ambulance,W,Low,GREEN_W,35
5,15,13,3,29.6,44.8,56.1,18.3,W,8,Normal,None,Moderate,GREEN_E,45
13,9,24,19,66,50.7,55.3,60.8,E,31,Normal,None,High,GREEN_N,52
36,38,18,34,85.2,85.7,92.2,82.8,W,8,Ambulance,E,Severe,GREEN_E,35
31,34,23,21,70.8,84,99,69.4,N,34,Ambulance,E,Severe,GREEN_E,35
41,43,45,55,100,100,100,100,N,28,Ambulance,E,Severe,GREEN_E,35
42,21,33,20,85.6,92.8,70.6,76.5,W,34,Normal,None,Severe,GREEN_S,65
41,26,31,29,75.2,78.4,78.1,74.8,N,1,Normal,None,Severe,GREEN_S,78
38,35,44,41,93.6,100,98.3,100,S,28,Ambulance,S,Severe,GREEN_S,35
33,51,35,52,97.6,100,100,100,W,11,Normal,None,Severe,GREEN_W,78
38,36,47,50,92.5,99.8,100,100,E,41,Normal,None,Severe,GREEN_E,63
14,9,3,3,47.6,34.9,16.7,26.8,W,3,Normal,None,Moderate,GREEN_N,38
33,36,19,19,72.2,81.5,89.7,73.4,N,31,Ambulance,E,Severe,GREEN_E,35
22,32,23,30,86.5,77.9,67,71.1,N,5,Breakdown,W,High,GREEN_N,61
48,47,43,41,100,96.7,92,100,W,33,Ambulance,W,Severe,GREEN_W,35
3,13,11,13,26.6,42.7,36.5,41.9,E,28,Normal,None,Moderate,GREEN_S,33
24,37,42,39,79.6,81.8,85.4,94.1,E,31,Normal,None,Severe,GREEN_W,75
2,1,13,1,16.6,11.9,67.9,11,N,3,Ambulance,E,Low,GREEN_E,35
12,6,5,12,41.9,22.9,54.2,39.9,W,16,Ambulance,E,Moderate,GREEN_E,35
11,26,12,24,50.2,57.1,63.1,52.6,N,22,Ambulance,E,Moderate,GREEN_E,35
28,27,16,25,78.8,65.3,58.5,53.9,E,4,Normal,None,High,GREEN_N,45
19,25,18,14,80,65.3,60,58.2,W,35,Normal,None,High,GREEN_N,62
12,4,15,3,33.1,18.1,42.6,15.1,W,9,Normal,None,Low,GREEN_E,34
42,39,24,36,80.6,72.1,69.8,75.4,E,28,Ambulance,N,High,GREEN_N,35
20,21,13,27,49.5,56.5,79.9,67.3,S,16,Breakdown,S,High,GREEN_E,49
4,2,3,8,33.3,14.7,45.7,38,E,15,Ambulance,E,Moderate,GREEN_E,35
16,15,15,19,49.3,60.7,69.2,60.1,S,19,Ambulance,E,High,GREEN_E,35
21,8,19,14,54.3,52.8,52.6,48.7,E,36,Normal,None,Moderate,GREEN_N,45
37,34,44,38,100,100,100,100,W,14,Ambulance,N,Severe,GREEN_N,35
3,15,6,13,54.5,41.4,20.2,36.4,S,34,Ambulance,N,Moderate,GREEN_N,35
20,19,19,24,75,67.8,70.2,80.4,W,18,Ambulance,W,High,GREEN_W,35
2,13,11,9,14.2,36.9,44.5,27.8,W,3,Breakdown,W,Low,GREEN_E,17
38,35,44,42,95.2,98.9,100,100,N,20,Normal,None,Severe,GREEN_W,75
50,37,39,41,100,95.3,100,94.4,W,1,Ambulance,N,Severe,GREEN_N,35
12,8,12,12,27.9,47.6,32.8,38.1,S,1,Breakdown,E,Moderate,GREEN_S,40
8,10,10,13,55.7,60.7,70.1,52.4,W,17,Ambulance,E,High,GREEN_E,35
25,19,27,19,57.2,55.1,60.8,48.7,E,3,Breakdown,S,Moderate,GREEN_E,47
10,6,5,2,38.1,27.9,27,45.2,N,1,Ambulance,W,Moderate,GREEN_W,35
13,20,21,14,54.8,65.7,80.3,55.7,N,21,Ambulance,E,High,GREEN_E,35
35,54,54,46,100,100,100,100,E,43,Breakdown,N,Severe,GREEN_E,81
24,32,23,34,66.6,82.4,89.9,82.6,S,36,Normal,None,Severe,GREEN_E,67
31,25,40,23,79.1,68.8,82.3,90.3,N,8,Normal,None,Severe,GREEN_W,55
22,12,17,23,62.8,48.4,75.6,53.5,S,8,Ambulance,E,High,GREEN_E,35
1,1,15,13,23.1,22.8,44.1,55.8,N,17,Normal,None,Moderate,GREEN_W,42
26,15,21,16,56.1,50.2,66.2,48.8,S,10,Normal,None,Moderate,GREEN_E,34
15,8,8,14,55.7,57.3,56.1,63.6,N,11,Ambulance,W,High,GREEN_W,35
1,7,8,7,21.6,37.6,30.3,33.7,N,19,Normal,None,Low,GREEN_S,27
28,39,37,18,72.8,82.7,89.3,73.4,W,59,Normal,None,Severe,GREEN_E,78
2,1,6,3,21.9,14.8,45.4,33.9,N,27,Ambulance,E,Low,GREEN_E,35
33,35,42,31,87,71.6,81.5,71.2,N,46,Normal,None,Severe,GREEN_N,58
35,50,54,52,91.9,100,100,100,S,38,Breakdown,E,Severe,GREEN_S,80
50,52,34,48,99.9,94.7,100,100,E,32,Ambulance,W,Severe,GREEN_W,35
9,4,14,3,27,51.1,36.2,27.5,E,18,Ambulance,S,Moderate,GREEN_S,35
32,43,52,40,94.7,100,100,100,W,37,Normal,None,Severe,GREEN_S,59
38,27,24,39,88.4,71.4,71.2,75.4,W,33,Normal,None,Severe,GREEN_N,55
16,12,20,19,53.4,56,62.1,67.5,E,10,Normal,None,High,GREEN_W,49
10,28,28,17,72.8,57.4,66.1,48.4,S,26,Ambulance,N,High,GREEN_N,35
27,25,23,10,62.5,77.4,53.6,52.5,S,9,Normal,None,High,GREEN_S,57
8,23,14,15,44.5,58.6,57.4,56.3,S,13,Normal,None,Moderate,GREEN_S,50
39,23,37,34,91,67.8,84.1,69.9,W,39,Normal,None,Severe,GREEN_N,61
38,45,47,40,98,100,96.1,100,S,16,Breakdown,E,Severe,GREEN_W,63
30,38,25,30,73.8,80.9,67.5,73.5,S,4,Normal,None,High,GREEN_S,51
27,8,17,12,67.3,78.5,57.3,47,S,12,Ambulance,S,High,GREEN_S,35
25,36,38,42,69.4,97.7,69,84.5,S,15,Ambulance,S,Severe,GREEN_S,35
